,Date,Index_Component_Count,Internal_Number,ISIN,SEDOL,Instrument_Name,Country,Currency,ICB,Mcap_Units_Index_Currency,InfoCode,shares_Cutoff,freeFloat_Cutoff,Free_Float,Capfactor,Free_Float_Market_Cutoff,Full_Market_Cap_Cutoff,FOR_FF,Source
51205,2023-12-18,1148,CN2SA3,CNE000000F48,BD5CFF1,Biocause 'A' (CCS),CN,CNY,30301010.0,118042758.0,310264.0,4940629165.0,0.3372,0.3372,0.1779359,126077579.40684976,2101293498.627189,0.059999985480000004,MID Cap Index
51410,2023-12-18,1148,CN89UA,BMG4600H1198,BMXJW56,HOPSON DEVELOPMENT HOLDINGS,CN,HKD,35101010.0,535532004.0,36875.0,3792540571.0,0.2794,0.2794,1.0,586519001.5059153,2099209024.7169483,0.2794,MID Cap Index
51206,2023-12-18,1148,CN2G5M,CNE000000YG3,BD5CF06,YONFER AGRICULTURAL TECH. (CCS),CN,CNY,55201015.0,116990350.0,310485.0,1304529290.0,0.5247,0.5247,0.1143511,125687793.03061353,2094795776.4831858,0.06000002217000001,MID Cap Index
51211,2023-12-18,1148,CN34TZ,CNE000000QN5,BKM3FV2,FUJIAN XIAMEN XIANGYU 'A' (CCS),CN,CNY,50206040.0,128421150.0,322481.0,2268205992.0,0.5051,0.5051,0.1187884,125505019.28547713,2091749594.8902595,0.06000002084,MID Cap Index
51232,2023-12-18,1148,CN2M5S,CNE000001Q44,BP3R6Y8,GUANGSHEN RAILWAY 'A' (CCS),CN,CNY,50206020.0,124583529.0,310040.0,5652237000.0,0.5348,0.5348,0.1121915,125195666.31504706,2086593944.7568839,0.06000001420000001,MID Cap Index
51184,2023-12-18,1148,CN30UW,CNE1000033H6,BDC41P2,XIAMEN INTRETECH 'A' (CCS),CN,CNY,40203010.0,122327304.0,318356.0,782523769.0,0.4039,0.4013,0.1495141,124755957.35687785,2079265667.2765803,0.06000000833,MID Cap Index
51019,2023-12-18,1148,CN2FO4,CNE1000022J5,BYQDMM6,ANHUI GXIN.AGROCHEMICAL 'A' (CCS),CN,CNY,55201015.0,112428568.0,311178.0,910357545.0,0.6142,0.6142,0.097688,124741915.837955,2079032984.0092952,0.059999969599999994,MID Cap Index
51197,2023-12-18,1148,CN2GJ0,CNE0000009N6,BD5CHT9,CHINA NAT.ACCORD MDC.'A' (CCS),CN,CNY,45201015.0,115724761.0,310003.0,485215260.0,0.357,0.357,0.1680672,124473631.85187599,2074560862.794338,0.059999990399999995,MID Cap Index
51185,2023-12-18,1148,CN34KQ,CNE100003JQ6,BK4XYB3,QINGDAO RURAL COMMER. BANK 'A' (CCS),CN,CNY,30101010.0,122453766.0,322467.0,5555614812.0,0.7644,0.7644,0.0784929,123991206.19450514,2066521041.442305,0.05999997276,MID Cap Index
51021,2023-12-18,1148,CN36MU,CNE100002W84,BMQBVH4,ZHEJIANG CFMOTO POWER'A' (CCS),CN,CNY,40203055.0,110992328.0,332798.0,150454163.0,0.6167,0.6167,0.097292,123645391.18438905,2060757330.3043673,0.0599999764,MID Cap Index
51179,2023-12-18,1148,CN2NXL,CNE0000000L9,BD5M261,CHINA RESOURCES JINHUA 'A' (CCS),CN,CNY,40203010.0,121052986.0,310505.0,1150216072.0,0.4918,0.4917,0.1220256,123413267.34913693,2056888216.9850314,0.05999998752,MID Cap Index
51407,2023-12-18,1148,HK50JP,BMG210A71016,B00W4D6,Grand Pharmaceutical Group,CN,HKD,20103015.0,622523076.0,41755.0,3549571148.0,0.3479,0.3479,1.0,715171915.863758,2055682425.5928657,0.3479,MID Cap Index
51199,2023-12-18,1148,CN2SWP,CNE000001KP1,BD5CKW3,Da An Gene 'A' (CCS),CN,CNY,20103010.0,117006044.0,311553.0,1403446032.0,0.7337,0.6837,0.0877578,123161954.93665883,2052698980.0407474,0.060000007859999996,MID Cap Index
51181,2023-12-18,1148,CN380A,CNE100002XD7,BKM3FD4,JIG.PRVL.AGRI.RECLM.& DEV.'A' (CCS),CN,CNY,45102010.0,119405784.0,322491.0,1378000000.0,0.3216,0.3216,0.1865672,122901827.87379418,2048363404.6107962,0.06000001151999999,MID Cap Index
50987,2023-12-18,1148,CN2TUO,CNE000001LQ7,BD5CCR2,Denghai Seeds 'A' (CCS),CN,CNY,45102010.0,100461883.0,311247.0,880000000.0,0.3946,0.3944,0.1521298,122879724.65598513,2047995645.7699194,0.05999999312,MID Cap Index
51067,2023-12-18,1148,CN2NWK,CNE000000TX8,BD5M249,BENGANG STEEL PLATES 'A' (CCS),CN,CNY,55102010.0,60298640.0,310469.0,3708214747.0,0.1514,0.1514,0.2,61782950.57858983,2040388064.022121,0.03028,MID Cap Index
51193,2023-12-18,1148,CN2ZHH,CNE000000DM5,BD5CKF6,ADDSINO 'A' (CCS),CN,CNY,50201020.0,114304085.0,310186.0,1598468269.0,0.8057,0.8057,0.0744694,122371688.28592224,2039528288.3439543,0.05999999558,MID Cap Index
51489,2023-12-18,1148,CN0Q2R,CNE1000002N9,B0Y91C1,China National 'H',CN,HKD,50101030.0,1770284828.0,29655.0,4558146500.0,0.9403,0.9403,1.0,1916557463.3231564,2038240416.1684103,0.9403,MID Cap Index
51188,2023-12-18,1148,CN3428,CNE1000036Q0,BGRDXR1,BANK OF ZHENGZHOU 'A' (CCS),CN,CNY,30101010.0,121363678.0,310867.0,7071633358.0,0.7119,0.7705,0.0778715,122091832.12448746,2034864182.4496858,0.059999990749999996,MID Cap Index
51177,2023-12-18,1148,CN2J7R,CNE000000SN1,BP3RLZ4,Three Gorges 'A' (CCS),CN,CNY,65101010.0,120648114.0,309665.0,1912142904.0,0.6095,0.607,0.0988468,122068241.3711995,2034470431.8204038,0.060000007599999995,MID Cap Index
51014,2023-12-18,1148,CN2H9R,CNE100000V79,BD5LQX3,NANTONG JNH.CAPACIT.'A' (CCS),CN,CNY,10102015.0,110792478.0,310821.0,842101491.0,0.637,0.6384,0.093985,121772153.41520095,2029535078.439318,0.060000024,MID Cap Index
51009,2023-12-18,1148,CN2RVN,CNE1000006B5,BD5C959,HUNAN GOLD CORPORATION 'A' (CCS),CN,CNY,55103025.0,110124870.0,310917.0,1202039474.0,0.6402,0.6402,0.0937207,121077357.37549213,2017956220.610467,0.05999999214,MID Cap Index
51224,2023-12-18,1148,CN2G7O,CNE100001NY6,BD5CF39,HARBIN BOSHI ATMTN.'A' (CCS),CN,CNY,50204000.0,123188136.0,311123.0,1022554032.0,0.6269,0.6269,0.095709,120911122.30304836,2015186308.779106,0.0599999721,MID Cap Index
50794,2023-12-18,1148,CN86U7,US46591M1099,BL3N3C5,JOYY ADR,CN,USD,10101020.0,1468500658.0,264410.0,52300949.0,0.8505,0.8288,1.0,1667560110.655264,2012017508.03,0.8288,MID Cap Index
50972,2023-12-18,1148,CN2P5V,CNE100000X36,BFY8GH3,C&S PAPER 'A' (CCS),CN,CNY,45201020.0,113956655.0,311253.0,1334550300.0,0.5177,0.5177,0.1158972,120712478.763071,2011875301.9225314,0.05999998044000001,MID Cap Index
51449,2023-12-18,1148,HK0157,BMG0957L1090,B01YCG0,BEIJING ENTS.WATER GROUP,CN,HKD,65102030.0,928895411.0,26509.0,10046609871.0,0.4505,0.4505,1.0,904650097.541274,2008102325.2858467,0.4505,MID Cap Index
51458,2023-12-18,1148,663094,HK0257001336,6630940,CHINA EVERBRIGHT ENVIR. GP.,CN,HKD,65103035.0,1094374775.0,40413.0,6142975292.0,0.5692,0.5692,1.0,1137939254.4334369,1999190538.358111,0.5692,MID Cap Index
51046,2023-12-18,1148,CN2ND1,CNE1000023H7,BYZW4F1,BEIJING DAHAO TECH.'A' (CCS),CN,CNY,50202040.0,68446430.0,310542.0,1109174773.0,0.173,0.173,0.2,68952161.11447626,1992837026.42995,0.0346,MID Cap Index
51178,2023-12-18,1148,CN2F0G,CNE000000ZF2,BP3RGJ3,GREE REAL ESTATE 'A' (CCS),CN,CNY,35101010.0,120838803.0,309742.0,1885005795.0,0.5505,0.5505,0.1089918,118748263.21656677,1979138185.3735864,0.0599999859,MID Cap Index
51105,2023-12-18,1148,CN31X0,CNE000000H95,BD5LS04,CHINA MERC. PRO. O.&S. 'A' (CCS),CN,CNY,35101015.0,113468049.0,310005.0,1060346060.0,0.4123,0.4123,0.1455251,118146413.60882121,1969106935.1597838,0.05999999873,MID Cap Index
51194,2023-12-18,1148,CN2L0M,CNE000001675,BP3RDY7,Grandblue Enviroment 'A' (CCS),CN,CNY,65103035.0,114413573.0,309575.0,815347146.0,0.593,0.5931,0.1011634,117834648.48839834,1963910397.6826994,0.060000012539999995,MID Cap Index
51034,2023-12-18,1148,CN2OH6,CNE100001X19,BD5M294,MLS 'A' (CCS),CN,CNY,10102010.0,104757061.0,310321.0,1484166399.0,0.6282,0.5782,0.1037703,117496096.59358841,1958268685.8379622,0.05999998746,MID Cap Index
51023,2023-12-18,1148,CN2FCS,CNE000000KN8,BTFRHJ6,CHENGTUN MINING GP.'A' (CCS),CN,CNY,55102050.0,108807967.0,309983.0,3131641380.0,0.8357,0.8539,0.0702658,117366694.49661857,1956112663.194321,0.059999966620000005,MID Cap Index
51018,2023-12-18,1148,CN35Z6,CNE100003N01,BK71FL1,QUECTEL WIRELESS SOLUTIONS 'A' (CCS),CN,CNY,15101010.0,112314165.0,321777.0,264574906.0,0.7074,0.7074,0.0848176,117338996.79329348,1955650916.5577457,0.059999970240000006,MID Cap Index
51071,2023-12-18,1148,CN2ZPP,CNE100002FW4,BYW5N56,OPPLE LIGHTING 'A' (CCS),CN,CNY,50101035.0,75868745.0,311313.0,746426035.0,0.2111,0.2111,0.2,82542663.37001675,1955060714.5906382,0.04222000000000001,MID Cap Index
50793,2023-12-18,1148,CN247C,CNE000000SK7,6019011,INNER MONGOLIA YITAI COAL 'B',CN,USD,60101040.0,1574881840.0,45237.0,1328000000.0,0.8934,0.7651,1.0,1495629721.6,1954815999.9999998,0.7651,MID Cap Index
51017,2023-12-18,1148,CN37QZ,CNE100002Z65,BK947P6,YANTAI EDDIE PRECN.MCH. 'A' (CCS),CN,CNY,50204000.0,111715000.0,319417.0,838334541.0,0.4166,0.4166,0.144023,117061702.42308131,1951028965.530141,0.05999998180000001,MID Cap Index
51192,2023-12-18,1148,CN2S5Y,CNE000000VK1,BD5CDP7,Sz Airport 'A' (CCS),CN,CNY,50206060.0,113694931.0,310032.0,2050769509.0,0.4303,0.4303,0.1394376,116237160.3456508,1937286029.0082793,0.05999999928,MID Cap Index
51011,2023-12-18,1148,CN356D,CNE100004C60,BMZ58C1,BANK OF CHONGQING 'A' (CCS),CN,CNY,30101010.0,110670249.0,336018.0,1895537694.0,0.3428,0.3728,0.1609442,116218929.05642225,1936982223.2543736,0.05999999776000001,MID Cap Index
50774,2023-12-18,1148,CN1OXL,US54975P2011,BR0V7R7,LUFAX HLDG 1:2 ADS,CN,USD,30201020.0,625925387.0,331258.0,2292478376.0,0.3062,0.3456,1.0,666624835.2037479,1928891305.5664,0.3456,MID Cap Index
51035,2023-12-18,1148,CN3248,CNE100000C56,BD5LW35,Tayho Advanced Materials Group 'A' (CCS),CN,CNY,55201010.0,104891847.0,311174.0,862934983.0,0.7143,0.6774,0.088574,115627606.5101694,1927125888.6915812,0.0600000276,MID Cap Index
51053,2023-12-18,1148,CN2MVI,CNE0000019G9,BP3RGG0,SHN.EXPRESSWAY 'A' (CCS),CN,CNY,50206060.0,71799995.0,310640.0,1433270326.0,0.1925,0.1925,0.2,73969731.30712447,1921291722.262973,0.038500000000000006,MID Cap Index
51033,2023-12-18,1148,CN2V62,CNE100000T99,BD5LSR1,STO EXPRESS 'A' (CCS),CN,CNY,50206040.0,104571658.0,310954.0,1530802166.0,0.5114,0.5114,0.117325,115257635.0199995,1920960423.5866234,0.060000004999999995,MID Cap Index
51066,2023-12-18,1148,CN2SPI,CNE0000002G5,BD5CJP9,Weifu Hi-Tech Gp 'A' (CCS),CN,CNY,40101025.0,56543788.0,310181.0,830199793.0,0.6154,0.6154,0.0523774,61901772.8083398,1920444048.7099257,0.032233051959999995,MID Cap Index
51200,2023-12-18,1148,CN2XWU,CNE0000009B1,BD5CML6,BOHAI LEASING 'A' (CCS),CN,CNY,50206050.0,117065076.0,310146.0,6184521282.0,0.5845,0.5845,0.1026518,115109529.0925713,1918492883.767639,0.059999977100000004,MID Cap Index
51028,2023-12-18,1148,CN369H,CNE100003J15,BMTCX56,RIYUE HEAVY IND.'A' (CCS),CN,CNY,55102015.0,102957200.0,326855.0,1031020000.0,0.4086,0.4086,0.1468429,114705185.9334713,1911752814.040019,0.06000000894,MID Cap Index
51006,2023-12-18,1148,CN2VEA,CNE100001R82,BHRV3N8,GUANGDONG XINBAO ELECT. APP.A (CCS),CN,CNY,40202020.0,101196228.0,319427.0,826727780.0,0.3532,0.3532,0.1698754,114675105.46429974,1911252035.5069578,0.059999991280000005,MID Cap Index
51036,2023-12-18,1148,CN2UC7,CNE100000HQ6,BD5CJG0,SICHUAN DEVELOPMENT LOMON 'A' (CCS),CN,CNY,55201015.0,105208613.0,311440.0,1892096394.0,0.577,0.577,0.1039861,114573738.03781457,1909562946.6990402,0.0599999797,MID Cap Index
51196,2023-12-18,1148,CN2EP4,CNE0000017V2,BP3R8Q4,Panjiang Coal 'A' (CCS),CN,CNY,60101040.0,115036166.0,309858.0,2146624894.0,0.5523,0.5523,0.1086366,114438698.59882678,1907311828.323027,0.05999999418,MID Cap Index
50781,2023-12-18,1148,CN429E,US04965M1062,BLN9P16,ATOUR LIFESTYLE HOLDINGS LTD ADR,CN,USD,40501025.0,132548435.0,359145.0,106559012.0,0.0727,0.0727,1.0,138513502.282512,1905275134.5600002,0.0727,MID Cap Index
51016,2023-12-18,1148,CN2F9P,CNE000000Y94,BP3RMH3,LUENMEI QUANTUM HDG.'A' (CCS),CN,CNY,65102000.0,111261652.0,311616.0,2288119475.0,0.3057,0.3057,0.1962709,114081070.42786893,1901350726.0297194,0.06000001413000001,MID Cap Index
51059,2023-12-18,1148,CN34V1,CNE100003S63,BL6CMF5,SICHUAN ANNING IRON & TI. 'A' (CCS),CN,CNY,55102000.0,60516070.0,332777.0,401000000.0,0.1721,0.1721,0.2,65406288.725622274,1900240811.3196476,0.03442,MID Cap Index
51013,2023-12-18,1148,CN2GO5,CNE000001JS7,BD5CKP6,TRANSFAR ZHILIAN 'A' (CCS),CN,CNY,50206060.0,109063653.0,311164.0,2802649508.0,0.4607,0.4579,0.131033,114006359.70586528,1900105656.2455792,0.0600000107,MID Cap Index
51106,2023-12-18,1148,CN31VY,CNE1000008C9,BD5CQT2,Youngy 'A' (CCS),CN,CNY,55102050.0,113589705.0,310341.0,259655203.0,0.7619,0.7624,0.0786988,113429523.0494717,1890493149.8312128,0.05999996512,MID Cap Index
51029,2023-12-18,1148,CN2EXC,CNE1000015X0,BP3RD70,JIANGSU LINYANG ENERGY 'A' (CCS),CN,CNY,50202025.0,103470425.0,311614.0,2060169156.0,0.6528,0.6528,0.0919118,113299843.4601395,1888329999.2169383,0.06000002304,MID Cap Index
51020,2023-12-18,1148,CN32Z3,CNE100002FF9,BYXS0X1,CENTRAL CHINA SECS.'A' (CCS),CN,CNY,30202015.0,112532400.0,311508.0,3447519700.0,0.7098,0.7098,0.0845309,113236042.32633585,1887266339.7709093,0.06000003282,MID Cap Index
51061,2023-12-18,1148,CN36PX,CNE100004HT2,BNR4N40,XIAMEN BANK 'A' (CCS),CN,CNY,30101010.0,44823359.0,340879.0,2639127888.0,0.4602,0.4559,0.0525093,45138369.761933856,1885558664.21501,0.023938989870000003,MID Cap Index
50983,2023-12-18,1148,CN2P3T,CNE1000016Y6,BFY8HL4,ROSHOW TECHNOLOGY 'A' (CCS),CN,CNY,50202010.0,99331730.0,311664.0,1923005903.0,0.8095,0.8195,0.0732154,112882501.10499191,1881374381.8848658,0.0600000203,MID Cap Index
51015,2023-12-18,1148,CN2VPL,CNE000000LD7,BKM3FW3,Shanxi Coking 'A' (CCS),CN,CNY,60101040.0,111005798.0,322476.0,2562121154.0,0.4305,0.4305,0.1393728,112637545.12682866,1877292719.1473129,0.059999990399999995,MID Cap Index
50997,2023-12-18,1148,CN34PV,CNE100003LG3,BK71BP7,BEJ.YUANLIU HX. ELTECH. 'A' (CCS),CN,CNY,10102015.0,94669030.0,321779.0,232116800.0,0.6525,0.6525,0.091954,112600943.74730086,1876682864.9590642,0.05999998499999999,MID Cap Index
51404,2023-12-18,1148,CN24BG,CNE100001NN9,B87RSJ4,CHINA INTL.MAR.CTRS. (GP.) 'H',CN,HKD,50206060.0,443796165.0,264766.0,3089837895.0,0.2235,0.2235,1.0,419404674.8302018,1876530983.5803213,0.2235,MID Cap Index
51054,2023-12-18,1148,CN2LF1,CNE1000022K3,BYQDMK4,KINGCLEAN ELEC.'A' (CCS),CN,CNY,40202025.0,72586213.0,310695.0,573888879.0,0.2079,0.2078,0.2,77971280.56629686,1876113584.3671043,0.04156000000000001,MID Cap Index
50792,2023-12-18,1148,CN1O7V,US23703Q2030,B953PM3,DAQO NEW ENERGY ADR,CN,USD,55201020.0,1548931935.0,242627.0,77266080.0,0.8991,0.8589,1.0,1611313940.79936,1876020422.4,0.8589,MID Cap Index
51176,2023-12-18,1148,CN30HJ,CNE000001GT1,BF2DZ28,CHONGQING FULING ELEC. PWR A (CCS),CN,CNY,65101015.0,120032444.0,311608.0,1097529753.0,0.5835,0.5835,0.1028278,112491605.66000427,1874859428.7583075,0.0600000213,MID Cap Index
50989,2023-12-18,1148,CN2RH9,CNE100002524,BYYFJT0,Toly Bread 'A' (CCS),CN,CNY,45102020.0,100531712.0,311601.0,1599719155.0,0.4398,0.4364,0.1374885,112093393.6461636,1868223806.5854397,0.059999981400000006,MID Cap Index
51039,2023-12-18,1148,CN37Z8,CNE100003M36,BK71CZ4,JINGJIN EQUIPMENT INC 'A' (CCS),CN,CNY,50204000.0,103627974.0,322489.0,576682400.0,0.5927,0.5927,0.1012317,111997747.46331085,1866628234.9401605,0.06000002859,MID Cap Index
51466,2023-12-18,1148,CN8B8Q,BMG0171W1055,BPYM749,ALIBABA PICTURES GROUP,CN,HKD,40301010.0,707549877.0,31851.0,26975740156.0,0.4309,0.426,1.0,795093917.544379,1866417646.8177912,0.426,MID Cap Index
51413,2023-12-18,1148,CN8BK2,KYG9891U1334,BDDLRK9,ZHONGYU ENERGY HOLDINGS LTD.,CN,HKD,65102020.0,571932304.0,9994.0,2822492157.0,0.2867,0.2867,1.0,533960791.767825,1862437362.2874956,0.2867,MID Cap Index
51022,2023-12-18,1148,CN3215,CNE100000K31,BD5LTD4,KEHUA DATA 'A' (CCS),CN,CNY,50202010.0,100571234.0,311576.0,461567391.0,0.6321,0.6321,0.0949217,110943590.3355077,1849059636.4530983,0.06000000657,MID Cap Index
50975,2023-12-18,1148,CN34CI,CNE100002JV8,BHQPRT5,SHN.MEGMEET ELECT.'A' (CCS),CN,CNY,50202040.0,96631900.0,318389.0,499696557.0,0.7378,0.7385,0.0812458,110765749.79041396,1846095112.9399636,0.06000002330000001,MID Cap Index
51026,2023-12-18,1148,CN35BI,CNE1000026H0,BNR4NM8,JINHUI LIQUOR 'A' (CCS),CN,CNY,45101015.0,101778906.0,340830.0,507259997.0,0.477,0.427,0.1405152,110733397.09849346,1845556913.5973303,0.0599999904,MID Cap Index
51032,2023-12-18,1148,CN2SD6,CNE000001261,BD5CG69,Zhongk Sanhuan 'A' (CCS),CN,CNY,50202010.0,103605785.0,311152.0,1215725773.0,0.7665,0.7665,0.0782779,110169416.9245137,1836156632.0048761,0.060000010349999994,MID Cap Index
51007,2023-12-18,1148,CN2XXV,CNE100000P51,BD73M73,SHENZHEN H & T INTEL. CNTL.'A' (CCS),CN,CNY,10102015.0,109522890.0,311116.0,931940685.0,0.8407,0.8407,0.0713691,109568770.46738073,1826146102.3235743,0.060000002370000007,MID Cap Index
51447,2023-12-18,1148,HK00WX,BMG8086V1467,BJVBTY1,SHENZHEN INTL.HDG.,CN,HKD,50206060.0,1033675158.0,40770.0,2393148888.0,0.5575,0.5575,1.0,1010284695.2770635,1812169856.999217,0.5575,MID Cap Index
51422,2023-12-18,1148,CN8EF0,HK0000083920,B3MPN59,SUN ART RETAIL GROUP,CN,HKD,40401010.0,341443163.0,254390.0,9539704700.0,0.213,0.213,1.0,385316807.03862065,1808999094.0780313,0.213,MID Cap Index
51008,2023-12-18,1148,CN2XZX,CNE1000007X7,BD73L65,BAOWU MAGNESIUM TECHNOLOGY 'A' (CCS),CN,CNY,55102050.0,109719817.0,310482.0,646422538.0,0.6797,0.6202,0.096743,108229590.01882444,1803826241.765313,0.060000008599999995,MID Cap Index
50982,2023-12-18,1148,CN2PYO,CNE100000049,BD5C9X7,MONTNETS CLOUD TECH. GP. 'A' (CCS),CN,CNY,15102015.0,98922755.0,310976.0,811755510.0,0.8121,0.813,0.0738007,107949399.92914753,1799157592.0519524,0.059999969099999995,MID Cap Index
51090,2023-12-18,1148,CN2TRL,CNE000000ZR7,BD5CBZ3,COFCO BIOTECHNOLOGY 'A' (CCS),CN,CNY,45102020.0,75976183.0,311540.0,1864720561.0,0.4448,0.4448,0.0982403,78575433.51200204,1798176539.3617558,0.04369728544,MID Cap Index
51025,2023-12-18,1148,CN2I5O,CNE000001C99,BP3R5J6,Bright Dairy and Food 'A' (CCS),CN,CNY,45102020.0,101355860.0,309580.0,1378640863.0,0.4837,0.4836,0.1240695,107864867.83140422,1797747491.5729969,0.060000010199999995,MID Cap Index
51038,2023-12-18,1148,CN3237,CNE000001PN5,BD5LV38,JIANGSU GUOTAI INTL.GP. 'A' (CCS),CN,CNY,55101020.0,105981472.0,310775.0,1627604108.0,0.6117,0.6055,0.0990917,107604811.56151697,1793412798.1985886,0.06000002435000001,MID Cap Index
50988,2023-12-18,1148,CN32DH,CNE0000006M4,BD5M023,CHINA TUNGSTEN &HIGHTECH 'A' (CCS),CN,CNY,55102050.0,98983989.0,311360.0,1397508114.0,0.5011,0.5011,0.1197366,107222485.50591536,1787041119.5145578,0.06000001026,MID Cap Index
51459,2023-12-18,1148,HK60X4,KYG984191075,BD9GZX7,YIHAI INTL HLDG,CN,HKD,45102020.0,756434280.0,291318.0,1036700000.0,0.4955,0.4955,1.0,883264906.8857558,1782572970.506066,0.4955,MID Cap Index
50979,2023-12-18,1148,CN32SW,CNE1000005H4,BD73L43,SHENZHEN TOPBAND 'A' (CCS),CN,CNY,10102015.0,97617972.0,310576.0,1269535372.0,0.833,0.833,0.0720288,106812801.38344759,1780213641.2249756,0.0599999904,MID Cap Index
51417,2023-12-18,1148,CN2DCQ,KYG7339A1076,BN6N8J8,RADIANCE HOLDINGS GROUP,CN,HKD,35101010.0,289670436.0,331179.0,4045227000.0,0.1595,0.1595,1.0,283556369.53794146,1777782881.1156204,0.1595,MID Cap Index
51070,2023-12-18,1148,CN37IR,CNE1000031H0,BFYX667,XIANHE 'A' (CCS),CN,CNY,55101015.0,74283572.0,319430.0,705975477.0,0.2351,0.2351,0.2,83450637.12197569,1774790240.7906356,0.047020000000000006,MID Cap Index
51030,2023-12-18,1148,CN2RYQ,CNE000001CR4,BD5CBM0,JILIN ELECTRIC POWER 'A' (CCS),CN,CNY,65101015.0,103517620.0,310933.0,2790208174.0,0.6812,0.6812,0.0880799,105980614.00900543,1766342746.056161,0.06000002788,MID Cap Index
51412,2023-12-18,1148,CN3103,KYG2198S1093,B0M6DX9,CIMC ENRIC HOLDINGS,CN,HKD,60101030.0,589226312.0,27441.0,2028277588.0,0.324,0.324,1.0,567510630.613593,1751576020.412324,0.324,MID Cap Index
51027,2023-12-18,1148,CN2HCU,CNE0000011X1,BD5LSP9,CHN ENERGY CHANGYUAN EL. 'A' (CCS),CN,CNY,65101015.0,102694772.0,311462.0,2749327699.0,0.325,0.325,0.1846154,104890903.59608766,1748181580.9196625,0.06000000500000001,MID Cap Index
50985,2023-12-18,1148,CN329D,CNE1000009J2,BD5LY84,Sanquan Foods 'A' (CCS),CN,CNY,45102020.0,99777010.0,310890.0,879184048.0,0.352,0.352,0.1704545,104772957.83968519,1746216429.6524677,0.059999984,MID Cap Index
51004,2023-12-18,1148,CN2PND,CNE000001L07,BD57ZT0,LIANCHUANG ELEC TECH 'A' (CCS),CN,CNY,50202010.0,88931667.0,310525.0,1068851596.0,0.9136,0.9136,0.0656743,104511240.77270293,1741852837.7083342,0.06000004048,MID Cap Index
51444,2023-12-18,1148,CN8CCV,KYG2816P1072,B29MXW3,DONGYUE GROUP,CN,HKD,55201000.0,1006378207.0,147562.0,2253689455.0,0.6507,0.6507,1.0,1129252482.4564583,1735442573.315596,0.6507,MID Cap Index
50976,2023-12-18,1148,CN2U50,CNE100000C07,BD5CH44,Broad-Ocean 'A' (CCS),CN,CNY,50202010.0,97027069.0,311047.0,2383276596.0,0.6839,0.6852,0.0875657,103570806.59427519,1726179602.4077833,0.06000001764,MID Cap Index
50992,2023-12-18,1148,CN390B,CNE1000042H7,BP91NF4,WUXI NCE POWER 'A' (CCS),CN,CNY,10102010.0,90012895.0,348995.0,298204073.0,0.7827,0.7827,0.0766577,103447098.03450197,1724118823.845096,0.05999998178999999,MID Cap Index
50981,2023-12-18,1148,CN2IJ2,CNE000001R76,BP3R9V6,CHONGQING IRON & STEEL 'A' (CCS),CN,CNY,55102010.0,98704206.0,309965.0,8380475067.0,0.699,0.6988,0.0858615,103046843.3130219,1717446924.8396955,0.06000001619999999,MID Cap Index
51058,2023-12-18,1148,CN2VTP,CNE100003Y65,BL6CRP0,CHINA-SG SZH. INPK.DEVGP.'A' (CCS),CN,CNY,35101010.0,63969578.0,326656.0,1498890000.0,0.19,0.19,0.2,65158758.08224976,1714704160.059204,0.038000000000000006,MID Cap Index
50998,2023-12-18,1148,CN36GO,CNE100003SS3,BMXV144,BEI MO GAO FRICTION MTRL 'A' (CCS),CN,CNY,50201010.0,92157573.0,332807.0,331853600.0,0.5465,0.5465,0.1097896,102794873.84391487,1713247429.1109505,0.0600000164,MID Cap Index
51491,2023-12-18,1148,CN0Q6V,CNE1000004X4,B1L3XL6,ZHUZHOU CRRC TIMES ELEC 'H',CN,HKD,50206025.0,1347994146.0,33466.0,547329400.0,0.9292,0.8889,1.0,1521014002.4116662,1711119363.721078,0.8889,MID Cap Index
51085,2023-12-18,1148,CN2ZNN,CNE000000TM1,BD5CBB9,TELLING TELECM.HLDG.'A' (CCS),CN,CNY,40401030.0,87619175.0,310727.0,1025100438.0,0.6515,0.6515,0.0920952,102132605.12376583,1702209438.5565107,0.0600000228,MID Cap Index
51002,2023-12-18,1148,CN30IK,CNE000000NP7,BF2DZ40,XINYU IRON & STEEL 'A' (CCS),CN,CNY,55102010.0,94210571.0,310443.0,3188722696.0,0.5519,0.5458,0.1099304,102050119.98587377,1700834983.8597798,0.06000001231999999,MID Cap Index
51204,2023-12-18,1148,CN2FUA,CNE000000S27,BD580M1,Tibet Mineral 'A' (CCS),CN,CNY,55102000.0,118118857.0,310896.0,521171240.0,0.7914,0.7914,0.075815,102006907.4906245,1700115379.861049,0.059999990999999996,MID Cap Index
51092,2023-12-18,1148,CN2SF8,CNE000001568,BD5CGS1,Changyu-A 'A' (CCS),CN,CNY,45101015.0,76270995.0,310414.0,460246359.0,0.2494,0.2495,0.2,84396100.36344154,1691304616.5018344,0.0499,MID Cap Index
51403,2023-12-18,1148,CN8DL5,KYG2157Q1029,BCDBKF8,CHINA LESSO GROUP HDG.,CN,HKD,50101035.0,464902663.0,234637.0,3102418400.0,0.3146,0.3107,1.0,523659732.9388441,1685419159.764545,0.3107,MID Cap Index
50977,2023-12-18,1148,CN32UY,CNE1000009B9,BD73L76,TOPSEC TECHS. GP.'A' (CCS),CN,CNY,10101010.0,97374955.0,311425.0,1184832393.0,0.8663,0.9288,0.0645995,101083334.17157231,1684721798.1652043,0.0600000156,MID Cap Index
